nSerialNumber,TimeStamp,sSymbol,nBestBuyOrderPrice,nBestBuyOrderQuantity,nBestSellOrderPrice,nBestSellOrderQuantity,nLastTradedPrice,nTotalTradedQuantity
10034,01-09-2017 12:30,XYZ Corporation,1200,1620,1200.55,34,1200,835712
10035,01-09-2017 12:31,XYZ Corporation,1200,1620,1200.55,34,1200,835712
10036,01-09-2017 12:31,XYZ Corporation,1200,1620,1200.6,141,1200,835712
10037,01-09-2017 12:31,XYZ Corporation,1200,1614,1200.55,34,1200,835718
10038,01-09-2017 12:31,XYZ Corporation,1200,3498,1200.55,34,1200,835918
10039,01-09-2017 12:31,XYZ Corporation,1200,3163,1200.55,34,1200,835999
10040,01-09-2017 12:31,XYZ Corporation,1200,3163,1200.55,34,1200,835999
10041,01-09-2017 12:31,XYZ Corporation,1200,3164,1200.55,34,1200,835999
10042,01-09-2017 12:31,XYZ Corporation,1200,3147,1200.55,34,1200,836016
10043,01-09-2017 12:31,XYZ Corporation,1200,3040,1200.55,34,1200,836124
10044,01-09-2017 12:31,XYZ Corporation,1200,3030,1200.55,34,1200,836134
10045,01-09-2017 12:31,XYZ Corporation,1200,3030,1200.55,34,1200,836134
10046,01-09-2017 12:31,XYZ Corporation,1200,3030,1200.55,24,1200.55,836144
10047,01-09-2017 12:31,XYZ Corporation,1200,3030,1200.55,24,1200.55,836144
10048,01-09-2017 12:31,XYZ Corporation,1200,3030,1200.55,24,1200.55,836144
10049,01-09-2017 12:31,XYZ Corporation,1200,3030,1200.55,24,1200.55,836144
10050,01-09-2017 12:31,XYZ Corporation,1200,3020,1200.55,24,1200,836154
10051,01-09-2017 12:31,XYZ Corporation,1200,3020,1200.55,24,1200,836154
10052,01-09-2017 12:31,XYZ Corporation,1200,3002,1200.55,24,1200,836172
10053,01-09-2017 12:31,XYZ Corporation,1200,3004,1200.6,7,1200.6,836383
10054,01-09-2017 12:31,XYZ Corporation,1200,3004,1200.6,7,1200.6,836383
10055,01-09-2017 12:31,XYZ Corporation,1200,3004,1200.6,7,1200.6,836383
10056,01-09-2017 12:31,XYZ Corporation,1200,2904,1200.6,7,1200,836483
10057,01-09-2017 12:31,XYZ Corporation,1200,2904,1200.6,7,1200,836483
10058,01-09-2017 12:31,XYZ Corporation,1200,2904,1200.6,7,1200,836483
10059,01-09-2017 12:31,XYZ Corporation,1200,2904,1200.6,7,1200,836483
10060,01-09-2017 12:31,XYZ Corporation,1200.2,11,1200.6,7,1200,836483
10061,01-09-2017 12:31,XYZ Corporation,1200.05,26,1200.65,27,1200,836591
10062,01-09-2017 12:31,XYZ Corporation,1200.05,9,1200.65,25,1200.05,836608
10063,01-09-2017 12:31,XYZ Corporation,1200,2792,1200.65,24,1200.65,836629
10064,01-09-2017 12:31,XYZ Corporation,1200,2792,1200.65,24,1200.65,836629
10065,01-09-2017 12:31,XYZ Corporation,1200,2792,1200.65,24,1200.65,836629
10066,01-09-2017 12:31,XYZ Corporation,1200,2792,1200.65,24,1200.65,836629
10067,01-09-2017 12:31,XYZ Corporation,1200,2398,1200.6,26,1200,837023
10068,01-09-2017 12:31,XYZ Corporation,1200,2498,1200.6,26,1200,837023
10069,01-09-2017 12:31,XYZ Corporation,1200,2498,1200.6,26,1200,837023
10070,01-09-2017 12:31,XYZ Corporation,1200,2498,1200.65,26,1200.6,837028
10071,01-09-2017 12:31,XYZ Corporation,1200,2481,1200.6,21,1200,837045
10072,01-09-2017 12:32,XYZ Corporation,1200,2981,1200.6,21,1200,837045
10073,01-09-2017 12:32,XYZ Corporation,1200,2981,1200.6,21,1200,837045
10074,01-09-2017 12:32,XYZ Corporation,1200,2755,1200.6,21,1200,837850
10075,01-09-2017 12:32,XYZ Corporation,1200,2755,1200.6,21,1200,837850
10076,01-09-2017 12:32,XYZ Corporation,1200,2553,1200.6,21,1200,838052
10077,01-09-2017 12:32,XYZ Corporation,1200,2553,1200.6,21,1200,838052
10078,01-09-2017 12:32,XYZ Corporation,1200,2536,1200.6,21,1200,838070
10079,01-09-2017 12:32,XYZ Corporation,1200,2537,1200.6,13,1200.6,838078
10080,01-09-2017 12:32,XYZ Corporation,1200,2687,1200.6,13,1200.6,838078
10081,01-09-2017 12:32,XYZ Corporation,1200,2687,1200.6,17,1200.6,838078
10082,01-09-2017 12:32,XYZ Corporation,1200,2587,1200.6,17,1200,838178
10083,01-09-2017 12:32,XYZ Corporation,1200,2587,1200.6,17,1200,838178
10084,01-09-2017 12:32,XYZ Corporation,1200,2587,1200.6,17,1200,838178
10085,01-09-2017 12:32,XYZ Corporation,1200,2487,1200.6,18,1200,838178
10086,01-09-2017 12:32,XYZ Corporation,1200,2487,1200.6,18,1200,838178
10087,01-09-2017 12:32,XYZ Corporation,1200,2487,1200.6,18,1200,838178
10088,01-09-2017 12:32,XYZ Corporation,1200,2487,1200.6,18,1200,838178
10089,01-09-2017 12:32,XYZ Corporation,1200,2487,1200.6,18,1200,838178
10090,01-09-2017 12:32,XYZ Corporation,1200,2470,1200.6,18,1200,838195
10091,01-09-2017 12:32,XYZ Corporation,1200,2470,1200.6,18,1200,838196
10092,01-09-2017 12:32,XYZ Corporation,1200,2470,1200.6,18,1200,838196
10093,01-09-2017 12:32,XYZ Corporation,1200,2465,1200.6,18,1200,838201
10094,01-09-2017 12:32,XYZ Corporation,1200,2465,1200.6,7,1200.6,838212
10095,01-09-2017 12:32,XYZ Corporation,1200,2465,1200.6,7,1200.6,838212
10096,01-09-2017 12:32,XYZ Corporation,1200,2465,1200.6,7,1200.6,838212
10097,01-09-2017 12:32,XYZ Corporation,1200,2465,1200.6,7,1200.6,838212
10098,01-09-2017 12:32,XYZ Corporation,1200,2465,1200.6,7,1200.6,838212
10099,01-09-2017 12:32,XYZ Corporation,1200,2465,1200.6,7,1200.6,838212
10100,01-09-2017 12:32,XYZ Corporation,1200,2465,1200.6,7,1200.6,838212
10101,01-09-2017 12:32,XYZ Corporation,1200,2448,1200.6,7,1200,838229
10102,01-09-2017 12:32,XYZ Corporation,1200,2448,1200.6,7,1200,838229
10103,01-09-2017 12:32,XYZ Corporation,1200,2448,1200.6,7,1200,838229
10104,01-09-2017 12:32,XYZ Corporation,1200,2448,1200.6,6,1200.6,838230
10105,01-09-2017 12:32,XYZ Corporation,1200,2448,1200.6,6,1200.6,838230
10106,01-09-2017 12:32,XYZ Corporation,1200,2448,1200.6,5,1200.6,838231
10107,01-09-2017 12:32,XYZ Corporation,1200,2448,1200.6,5,1200.6,838231
10108,01-09-2017 12:32,XYZ Corporation,1200,2448,1200.6,5,1200.6,838231
10109,01-09-2017 12:32,XYZ Corporation,1200,2448,1200.6,5,1200.6,838231
10110,01-09-2017 12:32,XYZ Corporation,1200,1975,1200.65,33,1200,838714
10111,01-09-2017 12:32,XYZ Corporation,1200,1809,1200.65,33,1200,838880
10112,01-09-2017 12:32,XYZ Corporation,1200,1790,1200.65,31,1200,838899
10113,01-09-2017 12:33,XYZ Corporation,1200,1791,1200.65,30,1200.65,838900
10114,01-09-2017 12:33,XYZ Corporation,1200,1791,1200.65,30,1200.65,838900
10115,01-09-2017 12:33,XYZ Corporation,1200,1789,1200.65,30,1200,838902
10116,01-09-2017 12:33,XYZ Corporation,1200,1790,1200.65,30,1200,838902
10117,01-09-2017 12:33,XYZ Corporation,1200,1700,1200.65,24,1200,839024
10118,01-09-2017 12:33,XYZ Corporation,1200,1700,1200.65,24,1200,839024
10119,01-09-2017 12:33,XYZ Corporation,1200,1700,1200.65,24,1200,839024
10120,01-09-2017 12:33,XYZ Corporation,1200,1700,1200.65,24,1200,839024
10121,01-09-2017 12:33,XYZ Corporation,1200,1683,1200.65,24,1200,839041
10122,01-09-2017 12:33,XYZ Corporation,1200,1683,1200.65,24,1200,839041
10123,01-09-2017 12:33,XYZ Corporation,1200,1583,1200.65,24,1200,839141
10124,01-09-2017 12:33,XYZ Corporation,1200,1582,1200.65,23,1200,839143
10125,01-09-2017 12:33,XYZ Corporation,1200,1582,1200.65,23,1200,839143
10126,01-09-2017 12:33,XYZ Corporation,1200,1582,1200.65,23,1200,839143
10127,01-09-2017 12:33,XYZ Corporation,1200,1532,1200.65,23,1200,839193
10128,01-09-2017 12:33,XYZ Corporation,1200,1532,1200.65,23,1200,839193
10129,01-09-2017 12:33,XYZ Corporation,1200,1532,1200.65,23,1200,839193
10130,01-09-2017 12:33,XYZ Corporation,1200,1532,1200.65,23,1200,839193
10131,01-09-2017 12:33,XYZ Corporation,1200,1596,1200.65,23,1200,839193
10132,01-09-2017 12:33,XYZ Corporation,1200,1594,1200.65,23,1200,839193
10133,01-09-2017 12:33,XYZ Corporation,1200,1504,1200.65,3,1200,839329
10134,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,3,1200,839346
10135,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,3,1200,839346
10136,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,3,1200,839346
10137,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,31,1200.65,839356
10138,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,31,1200.65,839356
10139,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,31,1200.65,839356
10140,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,31,1200.65,839356
10141,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,31,1200.65,839356
10142,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,31,1200.65,839356
10143,01-09-2017 12:33,XYZ Corporation,1200,1487,1200.65,31,1200.65,839356
10144,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.6,26,1200,839374
10145,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.65,31,1200.6,839382
10146,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.65,31,1200.6,839382
10147,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.65,31,1200.6,839382
10148,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.65,31,1200.6,839382
10149,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.55,75,1200.6,839382
10150,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.55,75,1200.6,839382
10151,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.55,35,1200.55,839388
10152,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.6,108,1200.55,839388
10153,01-09-2017 12:33,XYZ Corporation,1200,3395,1200.6,108,1200.55,839388
10154,01-09-2017 12:33,XYZ Corporation,1200,3313,1200.55,18,1200,839470
10155,01-09-2017 12:33,XYZ Corporation,1200,3313,1200.45,34,1200,839470
10156,01-09-2017 12:34,XYZ Corporation,1200,3313,1200.45,34,1200,839470
10157,01-09-2017 12:34,XYZ Corporation,1200,3313,1200.45,34,1200,839470
10158,01-09-2017 12:34,XYZ Corporation,1200,3313,1200.45,34,1200,839470
10159,01-09-2017 12:34,XYZ Corporation,1200,3313,1200.45,34,1200,839470
10160,01-09-2017 12:34,XYZ Corporation,1200,3296,1200.45,34,1200,839487
10161,01-09-2017 12:34,XYZ Corporation,1200,3296,1200.45,24,1200.45,839497
10162,01-09-2017 12:34,XYZ Corporation,1200,3296,1200.45,24,1200.45,839497
10163,01-09-2017 12:34,XYZ Corporation,1200,3296,1200.45,24,1200.45,839497
10164,01-09-2017 12:34,XYZ Corporation,1200,3296,1200.4,41,1200.45,839564
10165,01-09-2017 12:34,XYZ Corporation,1200,3296,1200.4,41,1200.45,839564
10166,01-09-2017 12:34,XYZ Corporation,1200,3296,1200.4,36,1200.4,839569
10167,01-09-2017 12:34,XYZ Corporation,1200,3296,1200.4,36,1200.4,839569
10168,01-09-2017 12:34,XYZ Corporation,1200,3316,1200.4,36,1200.4,839569
10169,01-09-2017 12:34,XYZ Corporation,1200,3278,1200.45,28,1200,839613
10170,01-09-2017 12:34,XYZ Corporation,1200,3401,1200.45,28,1200,839648
10171,01-09-2017 12:34,XYZ Corporation,1200,3401,1200.45,28,1200,839648
10172,01-09-2017 12:34,XYZ Corporation,1200,3401,1200.45,28,1200,839648
10173,01-09-2017 12:34,XYZ Corporation,1200,3401,1200.45,28,1200,839648
10174,01-09-2017 12:34,XYZ Corporation,1200,2925,1200.45,28,1200,840098
10175,01-09-2017 12:34,XYZ Corporation,1200,2925,1200.45,86,1200,840098
10176,01-09-2017 12:34,XYZ Corporation,1200,2915,1200.45,86,1200,840108
10177,01-09-2017 12:34,XYZ Corporation,1200,2915,1200.45,86,1200,840108
10178,01-09-2017 12:34,XYZ Corporation,1200,2915,1200.45,86,1200,840108
10179,01-09-2017 12:34,XYZ Corporation,1200,2915,1200.45,86,1200,840108
10180,01-09-2017 12:34,XYZ Corporation,1200,3393,1200.3,35,1200,840138
10181,01-09-2017 12:34,XYZ Corporation,1200,3393,1200.3,35,1200,840138
10182,01-09-2017 12:34,XYZ Corporation,1200,3393,1200.3,35,1200,840138
10183,01-09-2017 12:34,XYZ Corporation,1200,3393,1200.3,35,1200,840138
10184,01-09-2017 12:34,XYZ Corporation,1200,3373,1200.3,35,1200,840158
10185,01-09-2017 12:34,XYZ Corporation,1200,3873,1200.3,35,1200,840158
10186,01-09-2017 12:34,XYZ Corporation,1200,3874,1200.3,35,1200,840158
10187,01-09-2017 12:34,XYZ Corporation,1200,3874,1200.3,29,1200.3,840164
10188,01-09-2017 12:34,XYZ Corporation,1200,3853,1200.3,29,1200,840186
10189,01-09-2017 12:34,XYZ Corporation,1200,3853,1200.3,29,1200,840186
10190,01-09-2017 12:35,XYZ Corporation,1200,3839,1200.3,29,1200,840269
10191,01-09-2017 12:35,XYZ Corporation,1200,3840,1200.25,99,1200,840269
10192,01-09-2017 12:35,XYZ Corporation,1200,3840,1200.2,36,1200,840269
10193,01-09-2017 12:35,XYZ Corporation,1200,3840,1200.2,36,1200,840269
10194,01-09-2017 12:35,XYZ Corporation,1200,3808,1200.2,36,1200,840301
10195,01-09-2017 12:35,XYZ Corporation,1200,3808,1200.2,36,1200,840301
10196,01-09-2017 12:35,XYZ Corporation,1200,3809,1200.2,36,1200,840301
10197,01-09-2017 12:35,XYZ Corporation,1200,3806,1200.2,36,1200,840304
10198,01-09-2017 12:35,XYZ Corporation,1200,3788,1200.2,31,1200,840327
10199,01-09-2017 12:35,XYZ Corporation,1200.05,194,1200.2,31,1200,840327
10200,01-09-2017 12:35,XYZ Corporation,1200.05,194,1200.2,31,1200,840327
10201,01-09-2017 12:35,XYZ Corporation,1200,3389,1200.85,18,1200.2,845452
10202,01-09-2017 12:35,XYZ Corporation,1200,3390,1200.85,18,1200.2,845452
10203,01-09-2017 12:35,XYZ Corporation,1200,2536,1200.8,18,1200,846386
10204,01-09-2017 12:35,XYZ Corporation,1200,2536,1200.8,18,1200,846386
10205,01-09-2017 12:35,XYZ Corporation,1200,2529,1200.8,18,1200,846392
10206,01-09-2017 12:35,XYZ Corporation,1200.05,2,1200.8,35,1200.85,846429
10207,01-09-2017 12:35,XYZ Corporation,1200.05,2,1200.8,35,1200.85,846429
10208,01-09-2017 12:35,XYZ Corporation,1200.1,43,1200.8,35,1200.1,846435
10209,01-09-2017 12:35,XYZ Corporation,1200.55,1,1200.8,35,1200.1,846445
10210,01-09-2017 12:35,XYZ Corporation,1200.1,33,1200.8,35,1200.55,846446
10211,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846464
10212,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846464
10213,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846464
10214,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846464
10215,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846464
10216,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846464
10217,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846464
10218,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846485
10219,01-09-2017 12:35,XYZ Corporation,1200.15,34,1200.8,35,1200.1,846485
10220,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846485
10221,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846485
10222,01-09-2017 12:35,XYZ Corporation,1200.1,2,1200.8,35,1200.1,846485
10223,01-09-2017 12:35,XYZ Corporation,1200.1,26,1200.8,35,1200.05,846525
10224,01-09-2017 12:35,XYZ Corporation,1200.1,9,1200.8,35,1200.1,846542
10225,01-09-2017 12:35,XYZ Corporation,1200.1,9,1200.8,35,1200.1,846542
10226,01-09-2017 12:35,XYZ Corporation,1200.1,9,1200.8,35,1200.1,846542
10227,01-09-2017 12:35,XYZ Corporation,1200.1,9,1200.8,35,1200.1,846542
10228,01-09-2017 12:35,XYZ Corporation,1200.05,36,1200.75,26,1200.1,846552
10229,01-09-2017 12:35,XYZ Corporation,1200.05,2,1200.5,142,1200.1,846552
10230,01-09-2017 12:35,XYZ Corporation,1200.05,36,1200.5,122,1200.5,846572
10231,01-09-2017 12:35,XYZ Corporation,1200.05,36,1200.5,97,1200.5,846597
10232,01-09-2017 12:35,XYZ Corporation,1200.05,36,1200.5,97,1200.5,846597
10233,01-09-2017 12:35,XYZ Corporation,1200,2617,1200.5,97,1200,846615
10234,01-09-2017 12:35,XYZ Corporation,1200,2617,1200.5,97,1200,846615
10235,01-09-2017 12:36,XYZ Corporation,1200,2617,1200.5,97,1200,846615
10236,01-09-2017 12:36,XYZ Corporation,1200,2617,1200.5,97,1200,846615
10237,01-09-2017 12:36,XYZ Corporation,1200,2596,1200.5,97,1200,846636
10238,01-09-2017 12:36,XYZ Corporation,1200,2597,1200.5,97,1200,846636
10239,01-09-2017 12:36,XYZ Corporation,1200.05,34,1200.5,97,1200,846636
10240,01-09-2017 12:36,XYZ Corporation,1200.05,34,1200.5,97,1200,846636
10241,01-09-2017 12:36,XYZ Corporation,1200,2597,1200.5,97,1200,846636
10242,01-09-2017 12:36,XYZ Corporation,1200.05,34,1200.5,97,1200,846636
10243,01-09-2017 12:36,XYZ Corporation,1200,2597,1200.5,97,1200,846636
10244,01-09-2017 12:36,XYZ Corporation,1200.05,34,1200.5,97,1200,846636
10245,01-09-2017 12:36,XYZ Corporation,1200,2597,1200.5,97,1200,846636
10246,01-09-2017 12:36,XYZ Corporation,1200.05,34,1200.5,97,1200,846636
10247,01-09-2017 12:36,XYZ Corporation,1200.05,16,1200.5,97,1200.05,846654
10248,01-09-2017 12:36,XYZ Corporation,1200.05,18,1200.4,53,1200.05,846654
10249,01-09-2017 12:36,XYZ Corporation,1200.05,2,1200.4,53,1200.05,846674
10250,01-09-2017 12:36,XYZ Corporation,1200,2598,1200.05,20,1200.05,846714
10251,01-09-2017 12:36,XYZ Corporation,1200,2540,1200.05,20,1200,846772
10252,01-09-2017 12:36,XYZ Corporation,1200,2540,1200.05,20,1200,846772
10253,01-09-2017 12:36,XYZ Corporation,1200,2663,1200.05,20,1200.05,846852
10254,01-09-2017 12:36,XYZ Corporation,1200,2352,1200.5,55,1200,847343
10255,01-09-2017 12:36,XYZ Corporation,1200,2352,1200.5,55,1200,847343
10256,01-09-2017 12:36,XYZ Corporation,1200,2352,1200.5,55,1200,847343
10257,01-09-2017 12:36,XYZ Corporation,1200,2452,1200.5,55,1200,847343
10258,01-09-2017 12:36,XYZ Corporation,1200,2435,1200.5,45,1200,847370
10259,01-09-2017 12:36,XYZ Corporation,1200,2435,1200.5,45,1200,847370
10260,01-09-2017 12:36,XYZ Corporation,1200,2435,1200.5,45,1200,847370
10261,01-09-2017 12:36,XYZ Corporation,1200,2435,1200.5,45,1200,847370
10262,01-09-2017 12:36,XYZ Corporation,1200.2,100,1200.45,41,1200,847370
10263,01-09-2017 12:36,XYZ Corporation,1200.2,82,1200.45,41,1200.2,847390
10264,01-09-2017 12:36,XYZ Corporation,1200.2,82,1200.5,45,1200.2,847390
10265,01-09-2017 12:36,XYZ Corporation,1200.2,82,1200.5,45,1200.2,847390
10266,01-09-2017 12:36,XYZ Corporation,1200.2,34,1200.5,45,1200.2,847438
10267,01-09-2017 12:36,XYZ Corporation,1200.2,34,1200.5,45,1200.2,847438
10268,01-09-2017 12:36,XYZ Corporation,1200.2,34,1200.5,44,1200.5,847439
10269,01-09-2017 12:36,XYZ Corporation,1200.2,34,1200.5,44,1200.5,847439
10270,01-09-2017 12:36,XYZ Corporation,1200.2,34,1200.45,41,1200.5,847444
10271,01-09-2017 12:36,XYZ Corporation,1200.2,34,1200.5,10,1200.5,847514
10272,01-09-2017 12:36,XYZ Corporation,1200,2280,1200.5,10,1200,847588
10273,01-09-2017 12:36,XYZ Corporation,1200,2261,1200.2,1,1200,847606
10274,01-09-2017 12:36,XYZ Corporation,1200,2261,1200.2,11,1200,847606
10275,01-09-2017 12:36,XYZ Corporation,1200,2257,1200.2,11,1200,847610
10276,01-09-2017 12:36,XYZ Corporation,1200,2257,1200.2,10,1200,847610
10277,01-09-2017 12:36,XYZ Corporation,1200,2257,1200.2,10,1200,847610
10278,01-09-2017 12:36,XYZ Corporation,1200,2237,1200.5,110,1200,847630
10279,01-09-2017 12:36,XYZ Corporation,1200.05,100,1200.5,110,1200,847630
10280,01-09-2017 12:36,XYZ Corporation,1200.05,102,1200.5,110,1200,847630
10281,01-09-2017 12:36,XYZ Corporation,1200.05,102,1200.5,110,1200,847630
10282,01-09-2017 12:36,XYZ Corporation,1200.05,102,1200.5,125,1200,847630
10283,01-09-2017 12:36,XYZ Corporation,1200.05,102,1200.5,125,1200,847630
10284,01-09-2017 12:36,XYZ Corporation,1200.05,85,1200.5,125,1200.05,847647
10285,01-09-2017 12:36,XYZ Corporation,1200.05,85,1200.5,125,1200.05,847647
10286,01-09-2017 12:37,XYZ Corporation,1200.05,85,1200.45,1,1200.05,847647
10287,01-09-2017 12:37,XYZ Corporation,1200.05,85,1200.45,1,1200.05,847647
10288,01-09-2017 12:37,XYZ Corporation,1200.05,85,1200.45,1,1200.05,847647
10289,01-09-2017 12:37,XYZ Corporation,1200.05,85,1200.45,1,1200.05,847647
10290,01-09-2017 12:37,XYZ Corporation,1200.05,85,1200.5,111,1200.5,847662
10291,01-09-2017 12:37,XYZ Corporation,1200.05,35,1200.5,111,1200.45,847722
10292,01-09-2017 12:37,XYZ Corporation,1200.05,35,1200.5,111,1200.45,847722
10293,01-09-2017 12:37,XYZ Corporation,1200.05,35,1200.5,111,1200.45,847722
10294,01-09-2017 12:37,XYZ Corporation,1200.05,35,1200.5,111,1200.45,847722
10295,01-09-2017 12:37,XYZ Corporation,1200.05,35,1200.45,67,1200.45,847722
10296,01-09-2017 12:37,XYZ Corporation,1200.05,35,1200.45,57,1200.45,847732
10297,01-09-2017 12:37,XYZ Corporation,1200.05,18,1200.45,57,1200.05,847749
10298,01-09-2017 12:37,XYZ Corporation,1200.05,18,1200.4,33,1200.05,847749
10299,01-09-2017 12:37,XYZ Corporation,1200.05,18,1200.4,33,1200.05,847749
10300,01-09-2017 12:37,XYZ Corporation,1200,2130,1200.5,111,1200,847792
10301,01-09-2017 12:37,XYZ Corporation,1200,2130,1200.45,34,1200,847792
10302,01-09-2017 12:37,XYZ Corporation,1200,2130,1200.45,34,1200,847792
10303,01-09-2017 12:37,XYZ Corporation,1200.25,5,1200.45,34,1200,847792
10304,01-09-2017 12:37,XYZ Corporation,1200,2088,1200.05,8,1200,847849
10305,01-09-2017 12:37,XYZ Corporation,1200,2088,1200.05,8,1200,847849
10306,01-09-2017 12:37,XYZ Corporation,1200,2088,1200.05,16,1200,847849
10307,01-09-2017 12:37,XYZ Corporation,1200,2088,1200.05,16,1200,847849
10308,01-09-2017 12:37,XYZ Corporation,1200,2079,1200.05,16,1200,847858
10309,01-09-2017 12:37,XYZ Corporation,1200,2060,1200.05,16,1200,847877
10310,01-09-2017 12:37,XYZ Corporation,1200,2051,1200.05,16,1200,847886
10311,01-09-2017 12:37,XYZ Corporation,1200,2051,1200.05,16,1200,847886
10312,01-09-2017 12:37,XYZ Corporation,1200,2049,1200.05,16,1200,847888
10313,01-09-2017 12:37,XYZ Corporation,1200,2050,1200.05,16,1200,847888
10314,01-09-2017 12:37,XYZ Corporation,1200,2051,1200.05,16,1200,847888
10315,01-09-2017 12:37,XYZ Corporation,1200,2051,1200.05,16,1200,847888
10316,01-09-2017 12:37,XYZ Corporation,1200,2050,1200.05,16,1200,847888
10317,01-09-2017 12:37,XYZ Corporation,1200,2033,1200.05,16,1200,847905
10318,01-09-2017 12:37,XYZ Corporation,1200,2033,1200.05,16,1200,847905
10319,01-09-2017 12:37,XYZ Corporation,1200,2033,1200.05,16,1200,847905
10320,01-09-2017 12:37,XYZ Corporation,1200,2033,1200.05,16,1200,847905
10321,01-09-2017 12:37,XYZ Corporation,1200,1933,1200.05,16,1200,848005
10322,01-09-2017 12:37,XYZ Corporation,1200,1933,1200.05,16,1200,848005
10323,01-09-2017 12:37,XYZ Corporation,1200,1933,1200.05,16,1200,848005
10324,01-09-2017 12:37,XYZ Corporation,1200,1933,1200.05,16,1200,848005
10325,01-09-2017 12:37,XYZ Corporation,1200,1935,1200.05,16,1200,848005
10326,01-09-2017 12:37,XYZ Corporation,1200,1935,1200.05,16,1200,848005
10327,01-09-2017 12:37,XYZ Corporation,1200,1912,1200.05,16,1200,848005
10328,01-09-2017 12:37,XYZ Corporation,1200,1894,1200.05,16,1200,848023
10329,01-09-2017 12:37,XYZ Corporation,1200,1894,1200.05,16,1200,848023
10330,01-09-2017 12:38,XYZ Corporation,1200,1892,1200.05,16,1200,848025
10331,01-09-2017 12:38,XYZ Corporation,1200,1893,1200.05,16,1200,848025
10332,01-09-2017 12:38,XYZ Corporation,1200,1893,1200.05,16,1200,848025
10333,01-09-2017 12:38,XYZ Corporation,1200,1893,1200.05,16,1200,848025
10334,01-09-2017 12:38,XYZ Corporation,1200,1893,1200.05,16,1200,848025
10335,01-09-2017 12:38,XYZ Corporation,1200,1893,1200.05,16,1200,848025
10336,01-09-2017 12:38,XYZ Corporation,1200,1893,1200.05,16,1200,848025
10337,01-09-2017 12:38,XYZ Corporation,1200,1893,1200.05,16,1200,848025
10338,01-09-2017 12:38,XYZ Corporation,1200,1893,1200.05,16,1200,848025
10339,01-09-2017 12:38,XYZ Corporation,1200,1893,1200.05,16,1200,848025
10340,01-09-2017 12:38,XYZ Corporation,1200,1875,1200.05,16,1200,848043
10341,01-09-2017 12:38,XYZ Corporation,1200,1875,1200.45,40,1200.05,848059
10342,01-09-2017 12:38,XYZ Corporation,1200,1875,1200.45,40,1200.05,848059
10343,01-09-2017 12:38,XYZ Corporation,1200,1874,1200.45,40,1200,848060
10344,01-09-2017 12:38,XYZ Corporation,1200,1796,1200.45,40,1200,848138
10345,01-09-2017 12:38,XYZ Corporation,1200,1796,1200.45,40,1200,848138
10346,01-09-2017 12:38,XYZ Corporation,1200,1796,1200.45,40,1200,848138
10347,01-09-2017 12:38,XYZ Corporation,1200,1796,1200.35,90,1200,848138
10348,01-09-2017 12:38,XYZ Corporation,1200,1796,1200.35,90,1200,848138
10349,01-09-2017 12:38,XYZ Corporation,1200,1796,1200.3,39,1200,848138
10350,01-09-2017 12:38,XYZ Corporation,1200,1795,1200.3,34,1200.3,848143
10351,01-09-2017 12:38,XYZ Corporation,1200,1795,1200.3,34,1200.3,848143
10352,01-09-2017 12:38,XYZ Corporation,1200,1777,1200.3,34,1200,848160
10353,01-09-2017 12:38,XYZ Corporation,1200,1777,1200.3,34,1200,848160
10354,01-09-2017 12:38,XYZ Corporation,1200,1777,1200.3,34,1200,848160
10355,01-09-2017 12:38,XYZ Corporation,1200,1778,1200.3,34,1200,848160
10356,01-09-2017 12:38,XYZ Corporation,1200,1779,1200.3,29,1200.3,848165
