Id,LotFrontage,LotArea,Street,LotShape,LotConfig,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,RoofStyle,BsmtQual,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,OpenPorchSF,SalePrice
355,60,8400,Pave,Reg,Inside,Gtl,SWISU,6,5,1940,Gable,TA,940,SBrkr,1192,403,1595,1,2,1,6,2,240,0,140000
356,105,11249,Pave,IR2,Inside,Gtl,CollgCr,6,5,1995,Gable,Gd,1200,SBrkr,1200,0,1200,2,3,1,6,0,521,26,177500
357,NA,9248,Pave,IR1,Inside,Gtl,Gilbert,6,6,1992,Gable,Gd,1158,SBrkr,1167,0,1167,2,3,1,6,0,400,26,173000
358,44,4224,Pave,Reg,Inside,Gtl,MeadowV,5,5,1976,Gable,Gd,1142,SBrkr,1142,0,1142,1,3,1,6,1,528,90,134000
359,92,6930,Pave,IR1,Inside,Gtl,ClearCr,5,4,1958,Hip,TA,1062,FuseF,1352,0,1352,1,3,1,6,0,288,0,130000
360,78,12011,Pave,IR1,CulDSac,Gtl,NoRidge,8,5,1998,Gable,Gd,1086,SBrkr,1086,838,1924,2,3,1,7,1,592,75,280000
361,NA,7540,Pave,IR1,CulDSac,Gtl,Mitchel,6,6,1978,Gable,Gd,888,SBrkr,912,0,912,1,2,1,5,1,470,0,156000
362,NA,9144,Pave,Reg,Inside,Gtl,BrkSide,5,5,1940,Gable,TA,883,SBrkr,988,517,1505,1,3,1,8,0,240,0,145000
363,64,7301,Pave,Reg,Corner,Gtl,Edwards,7,5,2003,Gable,NA,0,SBrkr,495,1427,1922,3,4,1,7,1,672,0,198500
364,21,1680,Pave,Reg,Inside,Gtl,BrDale,6,8,1972,Gable,TA,483,SBrkr,483,504,987,1,2,1,5,0,264,0,118000
365,NA,18800,Pave,IR1,FR2,Gtl,NWAmes,6,5,1976,Gable,Gd,796,SBrkr,790,784,1574,2,3,1,6,1,566,111,190000
366,59,10690,Pave,Reg,Inside,Gtl,IDOTRR,5,7,1920,Hip,TA,672,FuseA,672,672,1344,1,3,1,6,0,468,128,147000
367,NA,9500,Pave,IR1,Inside,Gtl,NAmes,6,5,1963,Gable,Gd,1394,SBrkr,1394,0,1394,1,3,1,6,2,514,76,159000
368,101,9150,Pave,IR1,Corner,Gtl,NAmes,6,5,1962,Gable,Gd,1099,SBrkr,1431,0,1431,1,3,1,6,1,296,110,165000
369,78,7800,Pave,Reg,Inside,Gtl,NAmes,5,6,1954,Gable,TA,1268,SBrkr,1268,0,1268,1,2,1,7,1,244,98,132000
370,NA,9830,Pave,IR1,Corner,Gtl,NAmes,5,7,1959,Gable,TA,1063,SBrkr,1287,0,1287,1,3,1,7,1,576,17,162000
371,NA,8121,Pave,IR1,Inside,Gtl,Gilbert,6,5,2000,Gable,Gd,953,SBrkr,953,711,1664,2,3,1,7,1,460,40,172400
372,80,17120,Pave,Reg,Inside,Gtl,ClearCr,4,4,1959,Gable,NA,0,SBrkr,1120,468,1588,2,4,1,7,1,680,59,134432
373,50,7175,Pave,Reg,Inside,Gtl,SawyerW,6,5,1984,Gable,Gd,744,SBrkr,752,0,752,1,2,1,4,0,264,0,125000
374,79,10634,Pave,Reg,Inside,Gtl,NAmes,5,6,1953,Gable,TA,608,SBrkr,1319,0,1319,1,3,1,5,0,270,0,123000
375,65,8200,Pave,Reg,Inside,Gtl,CollgCr,7,5,2003,Gable,Gd,847,SBrkr,847,1081,1928,2,4,1,8,1,434,48,219500
376,NA,10020,Pave,IR1,Inside,Sev,Edwards,1,1,1922,Gable,Fa,683,FuseA,904,0,904,0,1,1,4,0,0,0,61000
377,57,8846,Pave,IR1,CulDSac,Gtl,CollgCr,5,5,1996,Gable,Gd,870,SBrkr,914,0,914,1,2,1,5,0,576,0,148000
378,102,11143,Pave,IR1,Corner,Gtl,Somerst,8,5,2004,Gable,Gd,1580,SBrkr,1580,886,2466,3,4,1,8,1,610,214,340000
379,88,11394,Pave,Reg,Corner,Gtl,StoneBr,9,2,2010,Hip,Ex,1856,SBrkr,1856,0,1856,1,1,1,8,1,834,0,394432
380,60,8123,Pave,IR1,Inside,Gtl,Gilbert,6,5,2000,Gable,Gd,982,SBrkr,1007,793,1800,2,3,1,7,1,463,63,179000
381,50,5000,Pave,Reg,Inside,Gtl,SWISU,5,6,1924,Gable,TA,1026,SBrkr,1026,665,1691,2,3,1,6,1,308,0,127000
382,60,7200,Pave,Reg,Inside,Gtl,Somerst,7,5,2006,Gable,Gd,1293,SBrkr,1301,0,1301,2,2,1,5,1,572,121,187750
383,79,9245,Pave,IR1,Inside,Gtl,CollgCr,7,5,2006,Gable,Gd,939,SBrkr,939,858,1797,2,3,1,8,0,639,53,213500
384,60,9000,Pave,Reg,Corner,Gtl,SawyerW,6,3,1928,Gable,Fa,784,FuseA,784,0,784,1,2,1,5,0,360,0,76000
385,NA,53107,Pave,IR2,Corner,Mod,ClearCr,6,5,1992,Gable,Gd,1580,SBrkr,1079,874,1953,2,3,1,9,2,501,231,240000
386,43,3182,Pave,Reg,Inside,Gtl,Blmngtn,8,5,2004,Gable,Gd,1256,SBrkr,1269,0,1269,2,2,1,6,1,430,20,192000
387,58,8410,Pave,Reg,FR2,Gtl,Edwards,5,3,1910,Gambrel,TA,658,SBrkr,658,526,1184,1,5,1,8,0,0,151,81000
388,72,7200,Pave,Reg,Inside,Gtl,Edwards,6,6,1976,Hip,TA,1041,SBrkr,1125,0,1125,1,3,1,6,1,352,0,125000
389,93,9382,Pave,IR1,CulDSac,Gtl,CollgCr,7,5,1999,Gable,Gd,1468,SBrkr,1479,0,1479,2,3,1,6,0,577,25,191000
390,96,12474,Pave,Reg,Inside,Gtl,NridgHt,10,5,2007,Gable,Ex,1682,SBrkr,1742,590,2332,2,3,1,9,1,846,134,426000
391,50,8405,Pave,Reg,Inside,Gtl,Edwards,5,8,1900,Gable,TA,861,SBrkr,961,406,1367,1,4,1,7,0,384,130,119000
392,71,12209,Pave,IR1,CulDSac,Gtl,Mitchel,6,5,2001,Gable,Ex,804,SBrkr,804,1157,1961,2,3,1,7,1,560,192,215000
393,NA,8339,Pave,IR1,Inside,Gtl,NAmes,5,7,1959,Gable,NA,0,SBrkr,882,0,882,1,3,1,5,0,294,0,106500
394,NA,7446,Pave,Reg,Corner,Gtl,BrkSide,4,5,1941,Gable,TA,788,FuseA,788,0,788,1,2,1,4,2,0,0,100000
395,60,10134,Pave,Reg,Inside,Gtl,OldTown,5,6,1940,Gable,TA,735,FuseA,735,299,1034,1,2,1,5,0,240,39,109000
396,68,9571,Pave,Reg,Inside,Gtl,Edwards,5,6,1956,Gable,TA,1144,SBrkr,1144,0,1144,1,3,1,6,0,596,0,129000
397,60,7200,Pave,Reg,Inside,Gtl,CollgCr,5,5,1972,Hip,TA,894,SBrkr,894,0,894,1,2,1,6,0,600,0,123000
398,69,7590,Pave,Reg,Inside,Gtl,NAmes,5,5,1962,Gable,TA,864,SBrkr,876,936,1812,2,4,1,8,1,264,168,169500
399,60,8967,Pave,Reg,Corner,Gtl,IDOTRR,5,2,1920,Gable,Fa,961,Mix,1077,0,1077,1,2,1,6,0,338,0,67000
400,65,8125,Pave,Reg,Inside,Gtl,Somerst,7,5,2006,Gable,Gd,1092,SBrkr,1112,438,1550,2,2,1,7,0,438,168,241000
401,38,14963,Pave,IR2,Inside,Gtl,Veenker,8,5,1996,Gable,Gd,1260,SBrkr,1288,0,1288,1,1,1,4,2,500,30,245500
402,65,8767,Pave,IR1,Inside,Gtl,CollgCr,7,5,2005,Gable,Gd,1310,SBrkr,1310,0,1310,2,3,1,6,1,400,0,164990
403,60,10200,Pave,Reg,Inside,Gtl,Sawyer,5,8,1940,Gable,TA,672,SBrkr,672,0,672,1,2,1,4,0,240,0,108000
404,93,12090,Pave,Reg,Corner,Gtl,NoRidge,8,5,1998,Hip,Gd,1141,SBrkr,1165,1098,2263,2,4,1,10,1,420,123,258000
405,NA,10364,Pave,IR1,Inside,Gtl,Gilbert,6,5,1995,Gable,Gd,806,SBrkr,806,766,1572,2,3,1,7,1,373,40,168000
406,NA,9991,Pave,IR1,Corner,Gtl,Sawyer,4,4,1976,Gable,TA,1281,SBrkr,1620,0,1620,2,3,1,8,1,490,78,150000
407,51,10480,Pave,Reg,Inside,Gtl,SWISU,6,5,1936,Gable,TA,1064,FuseA,1166,0,1639,1,3,1,6,0,240,0,115000
408,63,15576,Pave,Reg,Inside,Gtl,Crawfor,6,7,1915,Gable,Gd,840,SBrkr,840,840,1680,2,4,1,8,0,308,0,177000
409,109,14154,Pave,Reg,Corner,Gtl,NridgHt,7,5,2006,Gable,Ex,1063,SBrkr,1071,1101,2172,2,3,1,9,1,947,62,280000
410,85,10800,Pave,Reg,Inside,Gtl,Somerst,8,5,2007,Gable,Ex,1034,SBrkr,1050,1028,2078,2,3,1,8,1,836,102,339750
411,68,9571,Pave,Reg,Inside,Gtl,Edwards,5,3,1958,Gable,TA,1276,FuseA,1276,0,1276,1,3,1,5,0,350,0,60000
412,100,34650,Pave,Reg,Inside,Gtl,Gilbert,5,5,1955,Hip,TA,1056,SBrkr,1056,0,1056,1,3,1,5,0,572,0,145000
413,NA,4403,Pave,IR2,Inside,Gtl,Somerst,7,5,2009,Gable,Ex,1470,SBrkr,1478,0,1478,2,2,1,7,1,484,144,222000
414,56,8960,Pave,Reg,Inside,Gtl,OldTown,5,6,1927,Gable,TA,1008,FuseA,1028,0,1028,1,2,1,5,1,360,0,115000
415,59,11228,Pave,IR2,CulDSac,Gtl,SawyerW,7,5,1993,Gable,Gd,1080,SBrkr,1080,1017,2097,2,3,1,9,1,678,187,228000
416,73,8899,Pave,IR1,Inside,Gtl,Gilbert,7,5,2007,Gable,Gd,1340,SBrkr,1340,0,1340,2,3,1,6,0,396,30,181134
417,74,7844,Pave,Reg,Inside,Gtl,Sawyer,6,7,1978,Hip,TA,672,SBrkr,672,728,1400,1,3,1,6,1,440,0,149500
418,86,22420,Pave,IR1,Inside,Gtl,Crawfor,6,6,1918,Hip,Gd,1370,FuseA,1370,1254,2624,2,4,1,10,1,864,0,239000
419,60,8160,Pave,Reg,Inside,Gtl,Edwards,5,6,1940,Gable,TA,756,FuseF,756,378,1134,1,3,1,7,0,240,0,126000
420,65,8450,Pave,Reg,Inside,Gtl,NAmes,5,6,1968,Gable,TA,1056,SBrkr,1056,0,1056,1,3,1,6,1,304,85,142000
421,78,7060,Pave,Reg,Inside,Gtl,Mitchel,7,5,1997,Gable,Gd,1344,SBrkr,1344,0,1344,2,2,2,8,0,784,0,206300
422,NA,16635,Pave,IR1,FR2,Gtl,NWAmes,6,7,1977,Gable,Gd,1602,SBrkr,1602,0,1602,2,3,1,8,1,529,0,215000
423,100,21750,Pave,Reg,Inside,Mod,Mitchel,5,5,1954,Hip,TA,988,FuseA,988,0,988,1,2,1,4,0,520,0,113000
424,80,9200,Pave,Reg,Inside,Gtl,NoRidge,8,5,1998,Gable,Gd,1470,SBrkr,1470,1160,2630,2,4,1,8,1,696,66,315000
425,72,9000,Pave,Reg,Inside,Gtl,NAmes,6,5,1956,Gable,Gd,1196,FuseA,1196,0,1196,1,2,1,6,1,297,44,139000
426,60,3378,Pave,Reg,Inside,Gtl,OldTown,7,8,1946,Gable,TA,651,SBrkr,707,682,1389,1,3,1,6,2,240,0,135000
427,NA,12800,Pave,Reg,Inside,Mod,SawyerW,7,5,1989,Gable,Gd,1518,SBrkr,1644,0,1644,2,2,1,5,1,569,0,275000
428,77,8593,Pave,IR1,Inside,Gtl,NAmes,4,6,1957,Hip,TA,907,SBrkr,907,0,907,1,3,1,5,0,352,0,109008
429,64,6762,Pave,Reg,Inside,Gtl,CollgCr,7,5,2007,Gable,Gd,1208,SBrkr,1208,0,1208,2,2,1,6,0,628,54,195400
430,130,11457,Pave,IR1,Corner,Gtl,Timber,6,5,1988,Gable,Gd,1392,SBrkr,1412,0,1412,2,3,1,6,1,576,0,175000
431,21,1680,Pave,Reg,Inside,Gtl,BrDale,6,5,1971,Gable,TA,483,SBrkr,483,504,987,1,2,1,4,0,264,0,85400
432,60,5586,Pave,IR1,Inside,Gtl,OldTown,6,7,1920,Gable,TA,901,SBrkr,1088,110,1198,1,4,1,7,0,0,98,79900
433,24,1920,Pave,Reg,Inside,Gtl,BrDale,5,5,1971,Gable,TA,765,SBrkr,765,600,1365,1,2,1,6,0,440,36,122500
434,100,10839,Pave,IR1,Corner,Gtl,Gilbert,6,5,1997,Gable,Gd,926,SBrkr,926,678,1604,2,3,1,7,1,470,36,181000
435,21,1890,Pave,Reg,Inside,Gtl,MeadowV,4,7,1972,Gable,Gd,630,SBrkr,630,0,630,1,1,1,3,0,0,0,81000
436,43,10667,Pave,IR2,CulDSac,Gtl,CollgCr,7,6,1996,Gable,Gd,799,SBrkr,827,834,1661,2,3,1,6,1,550,61,212000
437,40,4400,Pave,Reg,Inside,Gtl,OldTown,6,8,1920,Gable,Fa,648,FuseA,734,384,1118,1,2,1,6,0,440,0,116000
438,50,6000,Pave,Reg,Inside,Gtl,BrkSide,6,7,1926,Gable,TA,884,SBrkr,904,0,904,1,2,1,4,0,180,0,119000
439,40,4280,Pave,Reg,Inside,Gtl,Crawfor,5,6,1913,Gable,TA,440,SBrkr,694,0,694,1,2,1,4,1,352,0,90350
440,67,12354,Pave,Reg,Corner,Gtl,Edwards,6,8,1920,Gable,TA,684,SBrkr,684,512,1196,1,3,1,7,0,528,46,110000
441,105,15431,Pave,Reg,Inside,Gtl,NridgHt,10,5,2008,Hip,Ex,3094,SBrkr,2402,0,2402,2,2,1,10,2,672,72,555000
442,92,12108,Pave,Reg,Inside,Gtl,Edwards,4,4,1955,Gable,TA,1440,FuseF,1440,0,1440,2,4,2,8,0,0,0,118000
443,52,6240,Pave,Reg,Inside,Gtl,BrkSide,5,7,1930,Gable,TA,1078,SBrkr,1128,445,1573,2,3,1,8,1,360,0,162900
444,53,3922,Pave,Reg,Inside,Gtl,Blmngtn,7,5,2006,Gable,Ex,1258,SBrkr,1258,0,1258,2,2,1,6,1,648,16,172500
445,70,8750,Pave,Reg,Inside,Gtl,CollgCr,7,5,1994,Gable,Gd,915,SBrkr,933,975,1908,2,4,1,8,1,493,133,210000
446,73,9855,Pave,Reg,Corner,Gtl,Edwards,6,5,1956,Hip,TA,1436,SBrkr,1689,0,1689,1,3,1,7,1,480,0,127500
447,137,16492,Pave,IR1,Corner,Gtl,NAmes,6,6,1966,Gable,TA,1517,SBrkr,1888,0,1888,2,2,1,6,1,578,0,190000
448,NA,11214,Pave,IR1,Corner,Gtl,Gilbert,7,5,1998,Gable,Gd,930,SBrkr,956,930,1886,2,4,1,10,1,431,0,199900
449,50,8600,Pave,Reg,Inside,Gtl,IDOTRR,6,6,1937,Gable,TA,780,SBrkr,780,596,1376,2,3,1,7,1,198,0,119500
450,50,6000,Pave,Reg,Inside,Gtl,OldTown,3,7,1948,Gable,TA,649,SBrkr,679,504,1183,1,2,1,6,0,308,176,120000
451,70,5684,Pave,Reg,Inside,Gtl,OldTown,6,8,1930,Hip,TA,813,FuseA,813,0,813,1,2,1,5,0,270,113,110000
452,62,70761,Pave,IR1,Inside,Mod,ClearCr,7,5,1975,Gable,Gd,1533,SBrkr,1533,0,1533,2,2,1,5,2,576,54,280000
453,NA,9303,Pave,IR1,Corner,Gtl,Timber,6,5,1996,Hip,Ex,872,SBrkr,888,868,1756,2,3,1,7,0,422,122,204000
454,75,9000,Pave,Reg,Inside,Gtl,Somerst,8,5,2008,Gable,Gd,768,SBrkr,786,804,1590,2,3,1,6,0,676,30,210000
455,63,9297,Pave,Reg,Inside,Gtl,Mitchel,5,5,1976,Gable,TA,1728,SBrkr,1728,0,1728,2,4,2,8,0,560,0,188000
456,80,9600,Pave,Reg,Inside,Gtl,NWAmes,7,6,1973,Hip,TA,1242,SBrkr,1242,0,1242,1,3,1,6,1,528,0,175500
457,34,4571,Pave,Reg,Inside,Gtl,OldTown,5,5,1916,Gable,TA,624,SBrkr,624,720,1344,1,4,1,7,0,513,0,98000
458,NA,53227,Pave,IR1,CulDSac,Mod,ClearCr,4,6,1954,Flat,Gd,1364,SBrkr,1663,0,1663,1,2,1,6,2,529,137,256000
459,NA,5100,Pave,Reg,Inside,Gtl,OldTown,8,7,1925,Hip,TA,588,SBrkr,833,833,1666,1,3,1,7,1,228,63,161000
460,NA,7015,Pave,IR1,Corner,Gtl,BrkSide,5,4,1950,Gable,TA,709,SBrkr,979,224,1203,1,3,1,5,1,352,0,110000
461,75,8004,Pave,IR1,Inside,Gtl,Somerst,8,5,2009,Gable,Gd,832,SBrkr,832,1103,1935,2,3,1,8,0,552,150,263435
462,60,7200,Pave,Reg,Inside,Gtl,SWISU,7,9,1936,Gable,Gd,560,SBrkr,575,560,1135,1,3,1,6,0,576,0,155000
463,60,8281,Pave,IR1,Inside,Gtl,Sawyer,5,5,1965,Gable,TA,864,SBrkr,864,0,864,1,3,1,5,1,360,0,62383
464,74,11988,Pave,IR1,Inside,Mod,Crawfor,6,7,1934,Hip,TA,715,FuseA,849,811,1660,1,3,1,6,1,240,0,188700
465,60,8430,Pave,Reg,Inside,Mod,CollgCr,5,5,1978,Gable,Gd,1040,SBrkr,1040,0,1040,2,3,1,5,0,0,0,124000
466,NA,3072,Pave,Reg,Inside,Gtl,Blmngtn,7,5,2004,Hip,Gd,1375,SBrkr,1414,0,1414,2,2,1,6,1,398,20,178740
467,85,10628,Pave,Reg,Inside,Gtl,NAmes,7,5,1970,Flat,TA,1277,SBrkr,1277,0,1277,1,2,1,5,1,526,0,167000
468,79,9480,Pave,Reg,Inside,Gtl,NAmes,5,7,1942,Gable,TA,728,SBrkr,888,756,1644,1,3,1,7,2,312,0,146500
469,98,11428,Pave,IR1,Inside,Gtl,NridgHt,8,5,2006,Gable,Gd,1626,SBrkr,1634,0,1634,2,3,1,7,1,866,44,250000
470,76,9291,Pave,IR1,Corner,Gtl,SawyerW,6,5,1993,Gable,Gd,832,SBrkr,832,878,1710,2,3,1,7,0,506,70,187000
471,NA,6820,Pave,IR1,Corner,Gtl,StoneBr,8,5,1985,Gable,Gd,1488,SBrkr,1502,0,1502,1,1,1,4,0,528,54,212000
472,92,11952,Pave,Reg,Inside,Gtl,NWAmes,7,6,1977,Mansard,Gd,808,SBrkr,1161,808,1969,2,3,1,8,1,534,0,190000
473,35,3675,Pave,Reg,Inside,Gtl,Edwards,6,5,2005,Gable,Gd,547,SBrkr,1072,0,1072,1,2,1,5,0,525,28,148000
474,110,14977,Pave,IR1,Inside,Gtl,NridgHt,8,5,2006,Gable,Ex,1976,SBrkr,1976,0,1976,2,2,1,7,1,908,63,440000
475,41,5330,Pave,Reg,Inside,Gtl,StoneBr,8,5,2000,Gable,Gd,1494,SBrkr,1652,0,1652,2,2,1,6,0,499,48,251000
476,80,8480,Pave,Reg,Corner,Gtl,Sawyer,5,6,1963,Hip,TA,970,SBrkr,970,0,970,1,2,1,5,0,624,24,132500
477,75,13125,Pave,Reg,Inside,Mod,CollgCr,6,5,1997,Gable,Gd,1478,SBrkr,1493,0,1493,2,3,1,7,1,508,39,208900
478,105,13693,Pave,Reg,Inside,Gtl,NridgHt,9,5,2006,Hip,Gd,2153,SBrkr,2069,574,2643,2,3,1,9,1,694,84,380000
479,79,10637,Pave,Reg,Inside,Gtl,CollgCr,8,5,2007,Hip,Ex,1705,SBrkr,1718,0,1718,2,3,1,7,1,826,44,297000
480,50,5925,Pave,Reg,Inside,Gtl,OldTown,4,7,1937,Hip,Fa,907,SBrkr,1131,0,1131,1,2,1,7,0,672,72,89471
481,98,16033,Pave,IR1,FR2,Gtl,NridgHt,9,5,2004,Hip,Ex,1833,SBrkr,1850,0,1850,2,3,1,8,1,772,112,326000
482,72,11846,Pave,IR1,Inside,Gtl,NridgHt,9,5,2003,Hip,Ex,1792,SBrkr,1792,0,1792,2,2,1,6,1,874,49,374000
483,50,2500,Pave,Reg,Corner,Gtl,OldTown,7,8,1915,Gable,TA,910,SBrkr,916,910,1826,1,4,1,7,1,164,0,155000
484,32,4500,Pave,Reg,FR2,Gtl,Mitchel,6,5,1998,Hip,Ex,1216,SBrkr,1216,0,1216,2,2,1,5,0,402,125,164000
485,NA,7758,Pave,IR1,Corner,Gtl,Sawyer,5,7,1962,Gable,TA,999,SBrkr,999,0,999,1,3,1,6,0,264,132,132500
486,80,9600,Pave,Reg,Inside,Gtl,NAmes,5,7,1950,Gable,TA,1113,SBrkr,1113,0,1113,1,3,1,5,1,264,80,147000
487,79,10289,Pave,Reg,Inside,Gtl,NAmes,5,7,1965,Hip,TA,1073,SBrkr,1073,0,1073,1,3,1,6,0,515,0,156000
488,70,12243,Pave,IR1,Inside,Gtl,NWAmes,5,6,1971,Gable,Gd,1484,SBrkr,1484,0,1484,2,3,1,7,1,487,0,175000
489,60,10800,Pave,Reg,Corner,Gtl,OldTown,5,4,1900,Gable,TA,954,FuseA,1766,648,2414,2,3,2,10,1,520,0,160000
490,21,1526,Pave,Reg,Inside,Gtl,MeadowV,4,8,1970,Gable,Gd,630,SBrkr,630,0,630,1,1,1,3,0,286,0,86000
491,NA,2665,Pave,Reg,Inside,Gtl,MeadowV,5,6,1976,Gable,Gd,264,SBrkr,616,688,1304,1,3,1,4,1,336,24,115000
492,79,9490,Pave,Reg,Inside,Gtl,NAmes,6,7,1941,Gable,TA,806,FuseA,958,620,1578,1,3,1,5,2,240,0,133000
493,105,15578,Pave,IR1,Corner,Gtl,Gilbert,6,5,2006,Gable,Gd,728,SBrkr,728,728,1456,2,3,1,8,0,429,0,172785
494,70,7931,Pave,Reg,Inside,Gtl,NAmes,5,6,1960,Gable,TA,1269,FuseA,1269,0,1269,1,3,1,6,1,308,0,155000
495,50,5784,Pave,Reg,Inside,Gtl,OldTown,5,8,1938,Gable,Fa,190,FuseA,886,0,886,1,2,1,4,0,273,20,91300
496,60,7879,Pave,Reg,Inside,Gtl,IDOTRR,4,5,1920,Gable,TA,720,FuseA,720,0,720,1,2,1,4,0,0,523,34900
497,NA,12692,Pave,IR1,Inside,Gtl,NoRidge,8,5,1992,Hip,Gd,3200,SBrkr,3228,0,3228,3,4,1,10,1,546,75,430000
498,60,9120,Pave,Reg,Inside,Gtl,BrkSide,7,6,1925,Gable,TA,1026,SBrkr,1133,687,1820,2,4,1,8,0,240,100,184000
499,65,7800,Pave,Reg,Inside,Gtl,Sawyer,5,7,1967,Hip,TA,864,SBrkr,899,0,899,1,3,1,5,0,288,0,130000
500,70,7535,Pave,IR1,Inside,Gtl,NAmes,5,7,1958,Gable,TA,912,SBrkr,912,0,912,1,2,1,5,0,297,285,120000
501,21,1890,Pave,Reg,Inside,Gtl,BrDale,6,5,1973,Gable,TA,672,SBrkr,672,546,1218,1,3,1,7,0,264,28,113000
502,75,9803,Pave,Reg,Inside,Gtl,Somerst,7,5,2005,Gable,Gd,866,SBrkr,866,902,1768,2,3,1,7,0,603,108,226700
503,70,9170,Pave,Reg,Corner,Gtl,Edwards,5,7,1965,Hip,TA,1214,SBrkr,1214,0,1214,1,2,1,6,0,461,0,140000
504,100,15602,Pave,IR1,Inside,Gtl,Crawfor,7,8,1959,Gable,TA,1501,SBrkr,1801,0,1801,2,1,1,6,2,484,54,289000
505,24,2308,Pave,Reg,Inside,Gtl,NPkVill,6,5,1974,Gable,TA,855,SBrkr,855,467,1322,2,3,1,6,1,440,0,147000
506,60,7596,Pave,Reg,Inside,Gtl,OldTown,5,5,1952,Hip,TA,960,SBrkr,960,1000,1960,2,4,2,10,0,400,0,124500
507,80,9554,Pave,IR1,Inside,Gtl,SawyerW,8,5,1993,Gable,Gd,777,SBrkr,1065,846,1911,2,3,1,8,1,471,81,215000
508,75,7862,Pave,IR1,Inside,Gtl,Somerst,6,5,2009,Gable,Gd,1218,SBrkr,1218,0,1218,2,2,1,4,0,676,102,208300
509,60,9600,Pave,Reg,Inside,Gtl,OldTown,7,9,1928,Gambrel,TA,689,SBrkr,689,689,1378,2,3,1,7,1,360,0,161000
510,80,9600,Pave,Reg,Corner,Gtl,NAmes,5,6,1959,Gable,TA,1041,SBrkr,1041,0,1041,1,3,1,6,0,270,88,124500
511,75,14559,Pave,Reg,Inside,Gtl,NAmes,5,7,1951,Hip,TA,1008,SBrkr,1363,0,1363,1,2,1,6,2,288,42,164900
512,40,6792,Pave,IR1,Inside,Gtl,NridgHt,7,5,2005,Gable,Gd,1368,SBrkr,1368,0,1368,2,2,1,6,1,474,35,202665
513,70,9100,Pave,Reg,Corner,Gtl,NAmes,5,5,1958,Gable,TA,864,SBrkr,864,0,864,1,3,1,5,0,624,0,129900
514,71,9187,Pave,Reg,Corner,Gtl,Mitchel,6,5,1983,Gable,TA,1084,SBrkr,1080,0,1080,1,3,1,5,0,484,0,134000
515,55,10594,Pave,Reg,Inside,Gtl,Crawfor,5,5,1926,Gable,TA,768,SBrkr,789,0,789,1,2,1,5,0,200,0,96500
516,94,12220,Pave,Reg,Inside,Gtl,NridgHt,10,5,2009,Hip,Ex,2006,SBrkr,2020,0,2020,2,3,1,9,1,900,54,402861
517,NA,10448,Pave,IR1,Corner,Gtl,NWAmes,6,6,1972,Gable,TA,689,SBrkr,1378,741,2119,2,3,1,7,1,583,104,158000
518,79,10208,Pave,IR1,Inside,Gtl,NoRidge,7,5,1996,Gable,Gd,1264,SBrkr,1277,1067,2344,2,3,1,7,1,889,0,265000
519,NA,9531,Pave,IR1,CulDSac,Gtl,CollgCr,6,5,1998,Gable,Gd,794,SBrkr,882,914,1796,2,3,1,7,0,546,36,211000
520,53,10918,Pave,Reg,Inside,Gtl,Crawfor,7,9,1926,Gambrel,Gd,1276,SBrkr,1276,804,2080,1,3,1,9,2,282,0,234000
521,60,10800,Pave,Reg,Inside,Gtl,OldTown,4,7,1900,Gable,NA,0,FuseA,694,600,1294,2,3,2,7,0,0,114,106250
522,90,11988,Pave,IR1,Corner,Gtl,NAmes,6,6,1957,Gable,TA,1244,FuseA,1244,0,1244,1,3,1,6,2,336,40,150000
523,50,5000,Pave,Reg,Corner,Gtl,BrkSide,6,7,1947,Gable,TA,1004,SBrkr,1004,660,1664,2,3,1,7,2,420,24,159000
524,130,40094,Pave,IR1,Inside,Gtl,Edwards,10,5,2007,Hip,Ex,3138,SBrkr,3138,1538,4676,3,3,1,11,1,884,406,184750
525,95,11787,Pave,IR1,Inside,Gtl,NoRidge,7,5,1996,Gable,Gd,1379,SBrkr,1383,1015,2398,2,3,1,8,1,834,60,315750
526,62,7500,Pave,Reg,Inside,Gtl,Somerst,7,5,2005,Gable,Gd,1257,SBrkr,1266,0,1266,2,3,1,6,1,453,144,176000
527,70,13300,Pave,Reg,Inside,Gtl,NAmes,5,7,1956,Hip,Gd,928,SBrkr,928,0,928,1,2,1,4,0,252,0,132000
528,67,14948,Pave,IR1,Inside,Gtl,NridgHt,9,5,2008,Hip,Ex,1452,SBrkr,1476,1237,2713,2,3,1,11,1,858,66,446261
529,58,9098,Pave,IR1,Inside,Gtl,Edwards,4,7,1920,Gable,TA,528,SBrkr,605,0,605,1,2,1,5,0,0,0,86000
530,NA,32668,Pave,IR1,CulDSac,Gtl,Crawfor,6,3,1957,Hip,TA,2035,SBrkr,2515,0,2515,3,4,2,9,2,484,0,200624
531,85,10200,Pave,Reg,Inside,Gtl,Timber,6,5,1988,Gable,Gd,1461,SBrkr,1509,0,1509,2,3,1,5,1,600,0,175000
532,60,6155,Pave,IR1,FR3,Gtl,BrkSide,6,8,1920,Gable,Fa,611,SBrkr,751,611,1362,2,3,1,6,0,502,0,128000
